20210126,福田区,梅林,房子满五唯一，精装修，地铁口物业，宜居，采光好。必看好房,248万,中楼层                                    (共7层)                                                                      | 1998年建 |                                1室1厅 | 35.14平米                                  | 东南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_0kSwver7Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,精装修 2房2厅 CBD满五年唯一 朝南 格局方正 采光好,638万,高楼层                                    (共8层)                                                                      | 2008年建 |                                2室2厅 | 75.68平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_bOiALQrwN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,碧荔花园满五南向三房，有三个车位可选择，睇房有锁匙必看好房,755万,低楼层                                    (共9层)                                                                      | 1997年建 |                                3室2厅 | 90.86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_EUjBukg0h_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口物业 中间楼层 南向 精装复式房 业主诚心出售,368万,中楼层                                    (共7层)                                                                      | 1993年建 |                                2室0厅 | 48.72平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_5kkAZ5LdY.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,虹湾东南向两房，德系精装品牌家电！,619.8万,低楼层                                    (共46层)                                                                      | 2015年建 |                                2室2厅 | 51.73平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_UdSntalx0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,房子是满五唯一 卓悦汇正规二房 业主诚意卖,550万,高楼层                                    (共8层)                                                                      | 1998年建 |                                2室1厅 | 77.61平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_viKsZ2KHE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,房子满五年，户型方正小区配套齐全,649万,低楼层                                    (共46层)                                                                      | 2015年建 |                                2室1厅 | 53.25平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_X7meWvvS6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,艺丰花园B区 2室2厅 东南 南,550万,高楼层                                    (共7层)                                                                      | 1997年建 |                                2室2厅 | 72.86平米                                  | 东南 南,http://ke-image.ljcdn.com/110000-inspection/pc1_dBOCbTjX7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口物业、人车分流、年轻群众的社区必看好房,630万,中楼层                                    (共16层)                                                                      | 2005年建 |                                2室1厅 | 66.58平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/4337289e-ac67-43a4-bfed-a2ec3466269f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,房子满五年唯一，梅景地铁站无缝对接！,1120万,高楼层                                    (共43层)                                                                      | 2015年建 |                                3室1厅 | 88.01平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/0c68af47-9625-4c2b-80f2-bd60c4412510_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,红本满五年房，产权清晰 南北通一房一厅 通风好景观好,340万,高楼层                                    (共16层)                                                                      | 2008年建 |                                1室1厅 | 47.28平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_FhlAu7K01_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,.满两年红本在手装修精美业主诚心出售价钱有空间。,820万,高楼层                                    (共18层)                                                                      | 1999年建 |                                3室1厅 | 98.13平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_XYsRFk28I.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,步梯顶楼2房 方正实用 采光通风好,535万,高楼层                                    (共8层)                                                                      | 1993年建 |                                2室1厅 | 74.99平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-43d73c99-34c2-4a66-9837-1ed8e46f9dcb.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,70年产权电梯住宅，出门就是社区公园，2015年新社区。,180万,低楼层                                    (共8层)                                                                      | 1998年建 |                                1室0厅 | 18.74平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_hyHYy1LkR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,南向，户型方正实用，业主诚心出售,740万,低楼层                                    (共18层)                                                                      | 2005年建 |                                2室2厅 | 76.58平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_fTvivYnlu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,通风采光好多层围合位置安静居家。梅林一村特殊户型,1080万,低楼层                                    (共9层)                                                                      | 2003年建 |                                4室2厅 | 109.37平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_wfJDGEFDz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,户型方正满五唯一，采光好，整体干净，业主诚心出售必看好房,437万,中楼层                                    (共7层)                                                                      | 1999年建 |                                2室1厅 | 49.27平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_o63CmbURP.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五年唯一，南北通透双阳台，坐北朝南,1225万,高楼层                                    (共24层)                                                                      | 2005年建 |                                3室2厅 | 111.18平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_hZ3QYzhoe.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,满五年红本在手地铁口物业实用一房，业主诚心出售必看好房,388万,中楼层                                    (共11层)                                                                      | 2001年建 |                                1室2厅 | 43.18平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/513dec83-6e51-40ba-a0b5-71aed8574957_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
