20210126,龙岗区,龙岗双龙,二加一房，中间楼层，厅出阳台，西南向必看好房,280万,中楼层                                    (共30层)                                                                      | 2015年建 |                                3室1厅 | 81.03平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_PabITpctO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,喜悦里山景房，地铁口，精装修，使用率高，正规3房,450万,中楼层                                    (共32层)                                                                      | 2014年建 |                                3室1厅 | 81.26平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_RFKJtRm1j_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主诚心出售，地铁口物业， 四大商圈包围 八仙岭公园,320万,高楼层                                    (共26层)                                                                      | 2011年建 |                                2室1厅 | 74.5平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_3J9NtEOjF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,海航城精装五房 南北通 全屋家私电 样板间,700万,低楼层                                    (共28层)                                                                      | 2015年建 |                                5室2厅 | 142.08平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_2DOVUzvii_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,业主诚心出售，看房方便，楼层好视野开阔,560万,中楼层                                    (共32层)                                                                      | 2014年建 |                                4室1厅 | 110.47平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_qGlyE1jTj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一，欠款少，业主自住精装修保养好必看好房,430万,低楼层                                    (共26层)                                                                      | 2011年建 |                                3室1厅 | 87.76平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_5aBGFnR0g.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,海航城小三房 满五年家庭一套 税费少,354万,中楼层                                    (共27层)                                                                      | 2015年建 |                                3室1厅 | 66.6平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_jDYO2qrfV.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁无缝接驳 楼下是华润万家商场 满五唯一业主自住,339万,高楼层                                    (共31层)                                                                      | 2010年建 |                                2室2厅 | 81.79平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_AwmzdRVh4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,金汐府 4室1厅 南,380万,低楼层                                    (共30层)                                                                      | 2015年建 |                                4室1厅 | 118.11平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_oS2zG6WRH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,装修好 可拎包入住 楼层视野佳,510万,低楼层                                    (共31层)                                                                      | 2014年建 |                                3室1厅 | 88.09平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_6bQKkZnUP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,劲嘉龙园印象 4室1厅 南,400万,高楼层                                    (共15层)                                                                      | 2007年建 |                                4室1厅 | 85.7平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_0qI4lNOLP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,五期带大阳台两房 朝南看花园安静 业主自住  保养佳,320万,低楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 77.55平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_FI9xve4Tu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,佳兆业物业，花园式小区，精装两房，朝南看花园,289万,中楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 81.11平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_unwCSmTxa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙园印象三房 朝向采光好，刚需房带全屋家私家电出售,330万,高楼层                                    (共15层)                                                                      | 2007年建 |                                3室2厅 | 61.09平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_naxFZym1q_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年唯一住宅，红本在手，税费少，高层视野宽阔,370万,低楼层                                    (共31层)                                                                      | 2010年建 |                                3室1厅 | 84.35平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_uUQCxQIgA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,双地铁口物业 装修一房 在 业主诚心出售必看好房,220万,中楼层                                    (共23层)                                                                      | 2011年建 |                                1室1厅 | 58.74平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_SR19CdUWm.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年，小区人车分流，封闭式管理，,365万,中楼层                                    (共11层)                                                                      | 2006年建 |                                3室2厅 | 104.67平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_hwaMXKF7f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公园脚下花园社区   朝南   满五年 电梯,300万,高楼层                                    (共9层)                                                                      | 2008年建 |                                2室2厅 | 76.98平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_rImRVIp3j_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五唯一  税费少  看公园景观好  近地铁,302万,高楼层                                    (共27层)                                                                      | 2009年建 |                                2室1厅 | 81.67平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_YwkdNDvkA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
