20210128,福田区,新洲,福田新洲7号线沙尾地铁口两房出售必看好房,600万,高楼层                                    (共32层)                                                                      | 2007年建 |                                2室2厅 | 73.42平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/446a2f5f-1c91-4e43-afab-84322363ffb6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,花园小区，使用率很高，交通便利，生活方便,1260万,中楼层                                    (共4层)                                                                      | 1997年建 |                                4室2厅 | 180.38平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/bdf1e567-a2eb-4ef4-8c34-6164e114ca29.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,花园社区  南北通3房  诚心卖 方便看,688万,低楼层                                    (共8层)                                                                      | 1993年建 |                                3室1厅 | 74.83平米                                  | 南 北,http://ke-image.ljcdn.com/440300-frame/ce27c384-789d-4b04-9f21-f907a6ec3db6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,西南向看里面花园，安静，适合住家,700万,中楼层                                    (共33层)                                                                      | 1996年建 |                                3室2厅 | 108.81平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/48655845-6886-4108-9201-1fba79f7e204.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年楼盘 通燃气 正规两房  装修好 外观高大上,440万,低楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 50.15平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/8570f775-6e18-4dca-b6ac-63ec9ccc7936.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,大阳台3房，，满五年红本在手，业主chenxin,850万,低楼层                                    (共8层)                                                                      | 1999年建 |                                4室1厅 | 114.5平米                                  | 西南 东南,http://ke-image.ljcdn.com/hdic-frame/b4e76857-db1a-4927-83ad-433c88a6cafd.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,地铁口物业，通透格局，全屋全明设计,800万,中楼层                                    (共8层)                                                                      | 1999年建 |                                3室2厅 | 114.5平米                                  | 东,http://ke-image.ljcdn.com/440300-frame/753c2dc2-2fb5-4698-8254-cd75098a0fa0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,单身公寓满五年，精装修，通风采光好。,345万,高楼层                                    (共33层)                                                                      | 2007年建 |                                1室1厅 | 33平米                                  | 西南,http://ke-image.ljcdn.com/hdic-frame/bd18b1d0-89b7-4d5d-973d-1eff672df344.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,精装两房东南向安静 采光度较好，满五年唯一,620万,中楼层                                    (共32层)                                                                      | 2007年建 |                                2室1厅 | 79.64平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/3367d6a4-2732-4c06-af19-11032c43cf1e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,1梯2户，南北通，中间楼层，2房2厅， 看花园近福田CBD,700万,高楼层                                    (共8层)                                                                      | 1993年建 |                                2室2厅 | 74.83平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/70b2758d-8e93-4efa-80a6-f35efea5ec40.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房带燃气 红本在手 满五 税费少 诚心出售,385万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 39.97平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/b65f8cee-26e2-4a65-8dd6-08e40529a513.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小区新2013年入伙，复式两房，实用率高，离地铁口近,435万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室2厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/6ed7fe3f-e39f-438f-a906-985901ac3618.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五年唯一，税费低，诚心出售，,298万,低楼层                                    (共11层)                                                                      | 2001年建 |                                1室1厅 | 35.18平米                                  | 东,http://ke-image.ljcdn.com/440300-frame/be040086-4890-435c-9aa6-24c15ddf8153.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,精装一房 高层南向 红本满五 看房方便 诚意出售,350万,中楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 41.57平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/68861640-25f6-4212-a546-12ec6febf05b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,小高层带电梯 户型方正  客厅出阳台 住家舒适,700万,高楼层                                    (共16层)                                                                      | 2004年建 |                                2室1厅 | 74.81平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/27fb1366-7aaa-4835-8d56-de933090c75a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,地铁口物业方正3房，此房满五唯一，业主诚心出售！,720万,高楼层                                    (共32层)                                                                      | 2007年建 |                                3室1厅 | 91.63平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/6cdff6e9-8f6d-406a-9fa0-fa45fdee56d3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,新洲住家舒适大社区，居家优选，期待您的入住。,598万,低楼层                                    (共33层)                                                                      | 1996年建 |                                3室1厅 | 91.92平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/467cff1c-ac6b-4b76-b64d-75425190bc3a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房标准大三房两卫，高楼层，视野开阔，采光充足,860万,中楼层                                    (共29层)                                                                      | 2005年建 |                                3室1厅 | 110.27平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/462bcd90-0d68-4d83-bfb9-5a36ca0ae7e9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五唯一大阳台两房  东南向 高层 景观采光很好,540万,高楼层                                    (共30层)                                                                      | 2006年建 |                                2室1厅 | 53.52平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/5b3b9a73-6872-439e-b919-0ce380f4d8b0.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五年红本，中间楼层看小区，南北对流,1200万,中楼层                                    (共32层)                                                                      | 2008年建 |                                3室2厅 | 114.15平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/8981e6d5-a3b3-44be-b587-916717b27fc2.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年 嘉葆润金座，复式，不需要资质,310万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.16平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/0a1a17a5-e11c-48dc-8aad-2fd705de783d.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 2室1厅 北,308万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 35.75平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/615fea7e-028f-4007-9de3-45e5e29aabb3.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,方正小两房，高层西向大阳台，带天燃气。,320万,高楼层                                    (共27层)                                                                      | 2012年建 |                                2室1厅 | 41平米                                  | 西,http://ke-image.ljcdn.com/hdic-frame/8a98068d-1998-4839-a7de-d56650b04956.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田体育公园旁精装南向两房，满五唯一。,430万,低楼层                                    (共29层)                                                                      | 2005年建 |                                2室1厅 | 47.5平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/2e3e4102-d4f6-4ee9-af81-152391b02a8e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,高楼层方正两房 红本在手，满五年，唯一住宅。,585万,高楼层                                    (共20层)                                                                      | 2006年建 |                                2室1厅 | 79.44平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/99fecd7c-2b3f-40c5-a332-b82975ee615e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满5年 精装修一房一厅 保养好 诚心卖！,500万,中楼层                                    (共29层)                                                                      | 2005年建 |                                1室1厅 | 46.49平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/e684bd7f-7a1e-49ba-96e2-4a33c947b2e6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,福田13年次新房，70年产权复式，南向精装修两房,303万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 28.47平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/aa40e3bd-7f0f-48d5-b614-42adacfe2a75.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润金座 1室2厅 南,260万,低楼层                                    (共20层)                                                                      | 2013年建 |                                1室2厅 | 26.73平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/c86bdef7-b099-4395-899d-d35a287b310a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,顶楼复式5房三卫 ，格局好，户型方正实用,1200万,高楼层                                    (共6层)                                                                      | 1997年建 |                                5室2厅 | 188.37平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/d514f22a-0027-43e8-8f06-dadba289500c.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年新楼盘，复式结构，70年产权,290万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.69平米                                  | 西,http://ke-image.ljcdn.com/hdic-frame/ce99ab50-67c6-4a5d-8975-2f8bc8e30290.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,复式，楼层好，视野景观不错，价格实惠,290万,低楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.69平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/cf123e5a-383d-4ea0-a537-fef7fb593d16.jpeg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,端头户型，三面通风采光，高层看海，全屋智能精装,840万,中楼层                                    (共32层)                                                                      | 2007年建 |                                3室2厅 | 95.77平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/9c2a81ad-4f4a-48e3-9951-54eb14922ae6.jpeg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,13年次新小区，70年产权复式一房，邻近CBD,255万,低楼层                                    (共20层)                                                                      | 2013年建 |                                1室1厅 | 21.23平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/3667607b-a053-4d28-b1ed-6e13de6aa2e2.jpeg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五年，可以免个税，楼层较高三阳台地铁口三房,830万,高楼层                                    (共32层)                                                                      | 2007年建 |                                3室2厅 | 92.54平米                                  | 东南 西北,http://ke-image.ljcdn.com/hdic-frame/465940a4-fe51-4e83-ad1a-2759aa9daa73.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,7号线福田新洲户型南北通采光充足车位充足小区,960万,中楼层                                    (共30层)                                                                      | 2007年建 |                                3室2厅 | 123.29平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/e3a4de35-bb57-4e33-a889-4f50fa6783d3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,看平安大厦 视野开阔 户型方正总价低,350万,中楼层                                    (共32层)                                                                      | 2007年建 |                                1室0厅 | 39平米                                  | 东北,http://ke-image.ljcdn.com/hdic-frame/d2bc20d0-e516-40dd-b798-ee2b41ff4bda.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,温馨住家装修，小区安静。采光好，冬至快乐,340万,高楼层                                    (共20层)                                                                      | 2013年建 |                                2室1厅 | 34.69平米                                  | 西,http://ke-image.ljcdn.com/hdic-frame/ce99ab50-67c6-4a5d-8975-2f8bc8e30290.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五红本在手！户型方正楼层视野好，单价低真心出售,680万,中楼层                                    (共29层)                                                                      | 2005年建 |                                2室1厅 | 76.78平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/de9603a9-9f8d-4a6f-8abb-c02c40b2d083.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,安静小区，正规2房，看房有钥匙。,590万,中楼层                                    (共7层)                                                                      | 1995年建 |                                2室1厅 | 69.39平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/c20bf114-550a-4cc5-8e7c-6190a394c3a0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,万基商务大厦 4室1厅 南,1320万,低楼层                                    (共26层)                                                                      | 2003年建 |                                4室1厅 | 321.59平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/0b66a085-935b-4b1b-acdb-6fc8969daf30.jpeg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润南向大二房，上下复式结构，装修保养好，采光好,420万,中楼层                                    (共20层)                                                                      | 2013年建 |                                2室2厅 | 47.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/9f7803f4-8504-48e8-ac1d-b523cbb0f22b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,中yang西谷大厦 地铁口物业 大平面 通风采光好新上,650万,低楼层                                    (共25层)                                                                      | 2010年建 |                                5室2厅 | 263.4平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,福田区,新洲,西谷大厦 近地铁口 滨河大道边上，交通方便新上,650万,低楼层                                    (共25层)                                                                      | 2010年建 |                                4室2厅 | 152.97平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,福田区,新洲,办公楼，公司产权，落地窗通风采光好新上,650万,低楼层                                    (共25层)                                                                      | 2010年建 |                                1室1厅 | 152.97平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,福田区,新洲,此房是地铁口物业，大平面，通风采光好新上,650万,低楼层                                    (共25层)                                                                      | 2010年建 |                                1室1厅 | 152.97平米                                  | 东南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
20210128,福田区,新洲,蜜园经典一房一厅，格局好，户型方正实用,400万,中楼层                                    (共33层)                                                                      | 2007年建 |                                1室1厅 | 39.67平米                                  | 西北,http://ke-image.ljcdn.com/hdic-frame/97d04d8a-a56e-4f90-a30b-80648f1d81ab.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,此房满五年，安静，采光通风好，方正实用，住家舒适。,690万,中楼层                                    (共8层)                                                                      | 1997年建 |                                3室2厅 | 83.11平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/5705122d-b5f2-406b-8fb9-b6c4ac85c9ed.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,嘉葆润精装五房 实用面积大 业主诚心出售,800万,低楼层                                    (共32层)                                                                      | 2012年建 |                                3室2厅 | 81平米                                  | 北,http://ke-image.ljcdn.com/hdic-frame/46139f48-3447-4095-b1d8-d75f75b33626.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,精装两房东南向安静  采光度较好，红本在手满五年唯一,680万,中楼层                                    (共32层)                                                                      | 2007年建 |                                2室2厅 | 71.19平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/test-a8e268c4-a3cc-4108-8b42-ecd956b86f4f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,满五不唯一，税费少，交通便利，看房方便,680万,低楼层                                    (共15层)                                                                      | 2001年建 |                                3室1厅 | 92.26平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/a1e05b3f-43b9-4bd0-bfed-5a60e73047cd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,福田区,新洲,社区安静，产权满五年唯一，1梯2户，南北通透3房,698万,低楼层                                    (共8层)                                                                      | 1993年建 |                                3室1厅 | 89.63平米                                  | 南 北,http://ke-image.ljcdn.com/hdic-frame/200bccc5-565a-423a-9ffb-1b2cedf65a72.png!m_fill,w_280,h_210,f_jpg?from=ke.com
